pubdate,aid,arcurl,title,play,review,favorites,danmaku,like,duration_minutes
2019-06-07,54874694,http://www.bilibili.com/video/av54874694,【鸡你太美】我的世界史上最恐怖种子！,1293325,841,13798,7228,52423,4.67
2019-06-07,54837000,http://www.bilibili.com/video/av54837000,【美人鱼名场面】林志玲嫁给日本人后，林志玲粉丝和坤坤粉丝展开搞笑辩论！,658197,989,8028,3060,37565,3.68
2019-06-08,54864550,http://www.bilibili.com/video/av54864550,坤坤七进七出长坂坡的曹操军阵,1341938,1140,13445,3460,35203,2.43
2019-06-08,54940988,http://www.bilibili.com/video/av54940988,在鸡面前放鸡你太美！,1350059,840,3971,1348,21025,0.45
2019-06-09,55083194,http://www.bilibili.com/video/av55083194,鸡你太美原曲《只因你太美》完整版,2374721,1986,12810,7070,29574,3.65
2019-06-10,55202581,http://www.bilibili.com/video/av55202581,宝哥全身装备被分解？微博发文怒怼大坤坤！大坤坤：我不是号主吗？,1125106,366,359,203,4857,3.17
2019-06-14,55532137,http://www.bilibili.com/video/av55532137,【特效向】坤坤的肃反时间,622894,707,9736,1193,23539,1.12
2019-06-17,55892910,http://www.bilibili.com/video/av55892910,"当年那个一拳打穿屏幕的人,到底看到了什么?",2797081,1188,40442,3989,89042,0.8
2019-06-21,56362047,http://www.bilibili.com/video/av56362047,当蔡徐坤来参加中国梦之声时，韩红直接被气疯了！！,4059060,2507,14634,11353,73186,3.48
2019-06-21,56241475,http://www.bilibili.com/video/av56241475,【全明星】中国新说唱惊现鲲鲲！,2958406,3136,104247,21068,209504,6.98
2019-06-21,56243449,http://www.bilibili.com/video/av56243449,流浪法师一个EQ秒杀满屏小兵,1227249,211,353,119,5305,0.47
2019-06-22,56343540,http://www.bilibili.com/video/av56343540,英文版鸡你太美！！Chicken you are too beautiful!,1520958,1548,16777,3344,55569,0.98
2019-06-22,56499186,http://www.bilibili.com/video/av56499186,【不正经解说】UCL天津大学vs南开大学 回家的诱惑对战守护最好的坤坤,839159,384,9120,504,29064,3.4
2019-06-22,56375538,http://www.bilibili.com/video/av56375538,【特效向】我是练习时长两年半的格斗之王鲲鲲（中）,1923504,1098,24849,3745,76547,2.12
2019-06-23,56617044,http://www.bilibili.com/video/av56617044,全屏秒杀！那些出场自带地图buff的山海经异兽【潇洒观山海01】,1974303,9206,60943,16598,147279,15.53
2019-06-23,56626950,http://www.bilibili.com/video/av56626950,蔡徐坤被老大爷指责了,1573312,1804,2397,862,15711,0.27
2019-06-23,56602789,http://www.bilibili.com/video/av56602789,史上最强蔡徐坤打篮球,4872440,2049,51653,2149,178229,0.27
2019-06-24,56731776,http://www.bilibili.com/video/av56731776,台上出现五个坤坤！场面一度十分欢乐  鸡你太美~,2610732,1289,18224,2484,53486,2.42
2019-06-24,56712395,http://www.bilibili.com/video/av56712395,东北大学机械学院毕业晚会竟然跳“机你太美”,4243102,5225,55685,9356,171703,2.8
2019-06-26,56898565,http://www.bilibili.com/video/av56898565,王者荣耀：排到了真的“蔡徐坤”，全队一起围殴他，一起上热搜！,2423946,1684,8738,4494,67721,2.55
2019-06-26,56895153,http://www.bilibili.com/video/av56895153,【鬼畜全明星】2019年，跟着这个节奏摇！,4449338,3738,213010,21849,405859,2.68
2019-06-29,57243278,http://www.bilibili.com/video/av57243278,有人于网吧点了一首《只因你太美》，当场去世,1558159,653,946,78,14466,0.27
2019-06-29,57230310,http://www.bilibili.com/video/av57230310,【钢琴】鸡你太美，绝对没有听过的全新版本！【钢琴rap】【无缝串烧】（只因你太美）,2149361,4016,51857,7806,115089,3.58
2019-06-30,57371542,http://www.bilibili.com/video/av57371542,旭旭宝宝带领卢本伟、PDD、蔡徐坤、游乐王子再次挑战《快乐向前冲》！结局竟有些感人！,2387223,1817,53312,19124,113064,9.57
2019-06-30,57305771,http://www.bilibili.com/video/av57305771,鲲鲲与猫和老鼠1,724264,1139,16621,4965,37906,3.18
2019-07-01,57427786,http://www.bilibili.com/video/av57427786,鲲鲲打爆了他自己,2289265,1991,42512,7692,105891,1.08
2019-07-03,57737212,http://www.bilibili.com/video/av57737212,【喜之郎】我要当蔡徐坤,3431692,1648,40895,4328,105368,0.85
2019-07-04,57863360,http://www.bilibili.com/video/av57863360,快手上黑坤坤最秀的,2554076,1776,17702,4262,93406,0.95
2019-07-04,57798444,http://www.bilibili.com/video/av57798444,【卢本伟主演】头号玩家！第一集：面对鲲鲲的挑战，开车还是开扌？,15258400,7657,429324,60423,802272,8.08
2019-07-05,57986786,http://www.bilibili.com/video/av57986786,清华大学工物系2019毕业晚会《只因你太美》,817192,1219,3669,691,18618,4.23
2019-07-05,57939450,http://www.bilibili.com/video/av57939450,还在黑蔡徐坤的麻溜的滚进来，半年了球技进步飞速！！！,862256,3856,2708,4178,24876,1.28
2019-07-06,58040265,http://www.bilibili.com/video/av58040265,档案解密：为什么这么多人黑蔡徐坤？,3243102,7275,46470,50084,149500,8.38
2019-07-07,58277461,http://www.bilibili.com/video/av58277461,[恐怖之眼]如果拿表情包贴在鬼的脸上会怎么样。。。,2770655,896,15505,3946,61260,1.7
2019-07-08,58346530,http://www.bilibili.com/video/av58346530,up冒死进入2000人ikun群 没想到友军如此给力,4243173,1794,8017,1683,104851,0.55
2019-07-10,58564250,http://www.bilibili.com/video/av58564250,坤坤当场落泪 导师毫无情面,1000803,4081,3644,18022,21330,1.82
2019-07-10,58658350,http://www.bilibili.com/video/av58658350,这才是坤坤最真实的一面,914953,1261,6929,597,22224,0.2
2019-07-10,58627889,http://www.bilibili.com/video/av58627889,【垃圾分类】坤坤教你垃圾分类,1638442,2219,40500,7490,140722,1.85
2019-07-11,58708621,http://www.bilibili.com/video/av58708621,给汤姆猫听鸡你太美,5289472,1566,27306,6723,108576,1.98
2019-07-11,58697540,http://www.bilibili.com/video/av58697540,韩国小姐姐看蔡徐坤打篮球，全程憋笑,1054727,1408,6983,3381,15609,1.7
2019-07-12,58844586,http://www.bilibili.com/video/av58844586,【天  线  坤  坤】,1440445,2316,36902,21988,94588,4.48
2019-07-13,58959851,http://www.bilibili.com/video/av58959851,【川普】鸡你太美,1840584,1390,37518,6374,89184,1.82
2019-07-13,59030827,http://www.bilibili.com/video/av59030827,一初中生模仿蔡徐坤！全班男生齐伴奏！,2877384,3085,22898,3478,127343,0.57
2019-07-14,59206421,http://www.bilibili.com/video/av59206421,鬼畜全明星《无限战争》上 / 卢本伟 大司马 旭旭宝宝 / 游乐王子 面筋哥 蔡徐坤,2978424,905,68229,9698,130415,5.6
2019-07-14,59132760,http://www.bilibili.com/video/av59132760,【蔡徐坤终篇】别看我只是一只鲲,2101661,2039,47615,9618,113721,1.58
2019-07-14,59165491,http://www.bilibili.com/video/av59165491,【互动视频】选择你的角色来挑战练习时长两年半坤坤大魔王吧,1648335,1256,55673,11771,140252,5.92
2019-07-14,59163900,http://www.bilibili.com/video/av59163900,这游戏居然让我变成坤坤？！,695821,2557,16708,37142,46970,23.95
2019-07-15,59301677,http://www.bilibili.com/video/av59301677,蔡徐坤“你干嘛～”倒放,5389788,2271,32512,4402,89238,1.23
2019-07-15,59336245,http://www.bilibili.com/video/av59336245,b站最全！当你用不同的软件打开坤坤,1748061,3284,27404,32342,103917,3.67
2019-07-18,59698085,http://www.bilibili.com/video/av59698085,cxk的粉丝，急得都叫爹了,2409376,3683,4814,1272,27248,0.17
2019-07-18,59685462,http://www.bilibili.com/video/av59685462,当坤坤脑残粉元首看了坤坤的成名视频,2195830,2731,60188,36593,179104,5.88
2019-07-20,59920883,http://www.bilibili.com/video/av59920883,第一次尝试当流浪歌手，没想到直接被路人暴打。,1284086,2191,14372,17703,101749,10.45
2019-07-21,60088322,http://www.bilibili.com/video/av60088322,害怕坤坤的小埋,1111136,1168,18949,6244,56187,3.17
2019-07-22,60287413,http://www.bilibili.com/video/av60287413,我的海绵宝宝不可能这么鬼畜＃7,3402383,1015,55858,15199,131205,4.05
2019-07-22,60343371,http://www.bilibili.com/video/av60343371,美人鱼名场面，当蔡徐坤粉丝遇上周杰伦粉丝，讨论超话问题时。,2110619,3119,74540,14611,229956,4.05
2019-07-23,60377969,http://www.bilibili.com/video/av60377969,碧梨看蔡徐坤名场面视频的反应,1550758,543,6705,1299,19352,1.5
2019-07-23,60287305,http://www.bilibili.com/video/av60287305,周杰伦微博排名比蔡徐坤差那么多，为啥演唱会那么多人看啊？,1496878,8938,22666,18442,111961,7.25
2019-07-23,60461189,http://www.bilibili.com/video/av60461189,蔡徐坤和周杰伦比，主持人都忍不住了,7290607,18640,21578,92763,159381,7.53
2019-07-24,60604545,http://www.bilibili.com/video/av60604545,姚明谈蔡徐坤宣传NBA：我听到了笑声～,4927731,1422,9904,4594,92053,1.53
2019-07-24,60495038,http://www.bilibili.com/video/av60495038,制作人大家好我是练习19年的练习生周杰伦，会唱，跳，rap，篮球,1887402,2671,9191,20465,52276,7.73
2019-07-25,60698088,http://www.bilibili.com/video/av60698088,ikun们看了气炸的高级黑（滑稽）,3632958,4579,61034,10284,218577,2.57
2019-07-25,60756482,http://www.bilibili.com/video/av60756482,蔡徐坤与猫和老鼠 第一话,787783,320,10780,3288,22721,3.07
2019-07-25,60715947,http://www.bilibili.com/video/av60715947,吾 孰 与 城 北 蔡 公 美？,2907440,2340,12496,8407,45249,0.25
2019-07-26,60822016,http://www.bilibili.com/video/av60822016,【全程高能】父母眼中的蔡徐坤，我眼中的的蔡徐坤，ikun眼中的蔡徐坤,2151602,2395,31972,38755,128897,3.68
2019-07-26,60760584,http://www.bilibili.com/video/av60760584,【监狱风云2】卢本伟饱受欺凌，孙笑川竟放出千年老鲲,5279306,5666,107680,21916,250324,7.05
2019-07-27,61080066,http://www.bilibili.com/video/av61080066,【蔡徐坤】鸡乐净土,2023127,1302,14171,5258,41835,3.85
2019-07-28,61163566,http://www.bilibili.com/video/av61163566,B站up参加这就是街舞跳鸡你太美，评委们都惊呆了,2041232,1151,19555,5332,87661,4.65
2019-07-29,61222212,http://www.bilibili.com/video/av61222212,用六台计算器演奏柯南主题曲（翻奏）,1627309,1491,29512,5139,108849,1.18
2019-07-29,61344716,http://www.bilibili.com/video/av61344716,抖音眼中的cxk，快手眼中的cxk，up主眼中的蔡徐坤,1727294,1871,11797,9070,88917,2.28
2019-07-30,61263538,http://www.bilibili.com/video/av61263538,一年前我眼中的蔡徐坤，现在我眼中的蔡徐坤，蔡徐坤眼中的网友,2382142,4702,22299,23858,191543,3.98
2019-07-30,61438524,http://www.bilibili.com/video/av61438524,你们不要再黑cxk了，如果你去听他新歌你就会发现他的才华、歌声和舞蹈真的非常让人想吐，你们还是继续黑吧,1640898,1913,10359,6518,41325,2.25
2019-07-30,61442011,http://www.bilibili.com/video/av61442011,蔡徐坤打篮球原视频,2016496,5594,13245,14074,32073,1.0
2019-07-31,61659483,http://www.bilibili.com/video/av61659483,修马蹄比祛痘的还要爽,2424291,524,2945,527,20376,0.97
2019-07-31,61575937,http://www.bilibili.com/video/av61575937,蔡徐坤跟周杰伦，谁唱歌更好听？妹子们的回答一边倒，有点看不懂,1636656,1316,2132,4276,22289,1.37
2019-07-31,61548054,http://www.bilibili.com/video/av61548054,我变性了！,1706535,4656,11933,16226,75135,10.18
2019-08-01,61804968,http://www.bilibili.com/video/av61804968,【坤坤生贺】黑粉勿进 坤坤生日快乐！,1659319,2887,24299,15021,127539,2.53
2019-08-02,61862063,http://www.bilibili.com/video/av61862063,乔碧萝直播间的榜一找到了来看看当时榜一的视角,1098412,202,435,54,4063,0.62
2019-08-02,61956796,http://www.bilibili.com/video/av61956796,中美合拍大片《猫和老坤》1！！！,3619996,1544,66473,13009,152622,2.27
2019-08-03,61975483,http://www.bilibili.com/video/av61975483,不同软件上的蔡徐坤有不一样的表现 生日快乐就完事了,2163518,3456,20995,35718,81001,3.25
2019-08-03,61963961,http://www.bilibili.com/video/av61963961,【初音ミク】《只因你太美 JPN Ver.》【日文填词】小初音工作室PV付【Chiako老半仙】,754582,2332,45777,3584,67646,3.95
2019-08-04,62236079,http://www.bilibili.com/video/av62236079,【经典老番】断水流带师兄,607003,769,13022,1256,25364,2.37
2019-08-05,62409747,http://www.bilibili.com/video/av62409747,美人鱼名场面，蔡徐坤粉丝和乔碧萝粉丝讨论传说中的婚礼策划。,1197388,1420,48671,12472,153428,4.43
2019-08-06,62455807,http://www.bilibili.com/video/av62455807,高晓松谈蔡徐坤，工作人员都笑喷了！,3213435,1888,5584,7487,24697,3.13
2019-08-07,62613119,http://www.bilibili.com/video/av62613119,【ikun】蔡徐坤的粉丝，急的都叫爹了,603459,1600,1216,699,10222,0.25
2019-08-07,62589269,http://www.bilibili.com/video/av62589269,【经典恐怖番】招坤（上）,671020,644,11539,5406,35811,3.57
2019-08-07,62708209,http://www.bilibili.com/video/av62708209,《鸡你太美》之篮球降世 大圣预告片,811405,366,7794,1024,22010,0.98
2019-08-08,62744511,http://www.bilibili.com/video/av62744511,如何用华农兄弟的方式打开西游记片头,1356160,1893,24983,3986,119913,1.33
2019-08-08,62800076,http://www.bilibili.com/video/av62800076,从蔡徐坤事件，了解艺人公司的营销手段【缄默之声1】,2050441,12697,114864,86134,301641,22.18
2019-08-09,62946849,http://www.bilibili.com/video/av62946849,蔡徐坤早年《星动亚洲》选秀面试,604426,2099,5903,7277,20395,4.07
2019-08-09,63007885,http://www.bilibili.com/video/av63007885,【乔碧萝*蔡徐坤】乔嬷嬷扎蔡徐坤,2583909,2626,50401,16269,139802,2.93
2019-08-09,62860049,http://www.bilibili.com/video/av62860049,【8848】蔡比手机,4246928,1662,105018,15153,189824,1.72
2019-08-10,63124448,http://www.bilibili.com/video/av63124448,谁欺负我们坤坤,3200723,2176,31377,8151,106929,0.95
2019-08-10,63029627,http://www.bilibili.com/video/av63029627,[亚索]霍元甲，鸡你太美,2611748,2250,99498,19637,236298,3.27
2019-08-10,63098254,http://www.bilibili.com/video/av63098254,我黑蔡徐坤的理由,612488,978,5997,385,20054,0.2
2019-08-12,63341734,http://www.bilibili.com/video/av63341734,课本上有蔡徐坤？,1367800,907,9347,2792,44639,1.42
2019-08-13,63407507,http://www.bilibili.com/video/av63407507,【蔡徐坤】机 机 侠 ！,1197928,781,26095,7267,70780,2.4
2019-08-13,63538649,http://www.bilibili.com/video/av63538649,突然明白了为什么选蔡徐坤,1118044,3232,12696,7303,22761,1.95
2019-08-15,63904962,http://www.bilibili.com/video/av63904962,速写作业给老师交一张蔡徐坤，老师：罚你画一箱,3892644,1709,13628,2036,144679,1.05
2019-08-16,63973929,http://www.bilibili.com/video/av63973929,"【恐怖互动】年度恐怖游戏Grannkun试玩,胆小心脏病患者勿入！",860677,339,10699,6803,21838,3.35
2019-08-16,64000126,http://www.bilibili.com/video/av64000126,别黑坤坤了，看看其他偶像练习生,1320618,4625,10222,10795,27246,1.95
2019-08-16,63987224,http://www.bilibili.com/video/av63987224,【大事件】坤坤问鼎流量王座？坤伦之战一触即发 暴走大事件第六季 30,7341812,5323,9875,82233,221557,26.63
2019-08-16,63878941,http://www.bilibili.com/video/av63878941,【火花全明星】142秒听完鬼畜区50句粗鄙之语4！,2363557,901,74843,5432,155454,2.38
2019-08-19,64456860,http://www.bilibili.com/video/av64456860,慢放鸡你太美，可以听到“只因”吗？,2408001,2922,13986,6737,89781,1.15
2019-08-21,64716928,http://www.bilibili.com/video/av64716928,【你的名字】鲲鲲与乔碧萝的爱情故事,4747920,3710,101023,21262,223688,1.85
2019-08-23,65048129,http://www.bilibili.com/video/av65048129,微表情分析【黄晓明】内心所想！【明学名场面】所有演员内心活动分析，教你看穿人心！【中餐厅】,1676232,3079,26703,12280,116253,7.47
2019-08-24,65200620,http://www.bilibili.com/video/av65200620,【蔡徐坤】鸡维埃进行曲,1024281,1140,17908,6183,33005,2.03
2019-08-24,65113948,http://www.bilibili.com/video/av65113948,【冷冷】房管竟然成功禁言主播？憨色：完球，超管救我！！！『Hanser直播小剧场48』,916580,730,9688,6982,31995,11.3
2019-08-25,65333244,http://www.bilibili.com/video/av65333244,【芦苇公寓】卢本伟骚猪大司马真人CS（完整版）,2440005,1382,56234,14275,123044,9.25
2019-08-25,65287125,http://www.bilibili.com/video/av65287125,【鸡你太美】水手,1795142,2335,45888,10139,108381,4.78
2019-08-26,65408651,http://www.bilibili.com/video/av65408651,【全明星】芒种,16616831,9500,469147,83003,984327,3.03
2019-08-28,65790846,http://www.bilibili.com/video/av65790846,【蔡徐坤】芒种,10486718,10894,230778,105440,507279,3.27
